,address,postcode,bedrooms,baths,parking,property_type,property_features,freq,processed_price
https://www.domain.com.au/4-646-warrigal-road-malvern-east-vic-3145-15019499,4/646 Warrigal Road Malvern East VIC 3145,3145,3,4,2,House,"['Secure Parking*', 'Study*']",week,650.0
https://www.domain.com.au/4-35-paxton-street-malvern-east-vic-3145-16008619,4/35 PAXTON STREET Malvern East VIC 3145,3145,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Internal Laundry*', 'Heating*']",week,400.0
https://www.domain.com.au/11-mountfield-avenue-malvern-east-vic-3145-15987301,11 Mountfield Avenue Malvern East VIC 3145,3145,3,1,1,House,['Heating*'],week,520.0
https://www.domain.com.au/39-derby-crescent-caulfield-east-vic-3145-15310377,39 Derby Crescent Caulfield East VIC 3145,3145,2,2,1,House,"['Heating*', 'Air conditioning', 'Bath', 'Floorboards', 'Separate Dining Room', 'Garden', 'Close To Parklands', 'Close to schools', 'Close to shops', 'Close to transport', 'Gas Enabled', 'Internal Laundry', 'Dishwasher', 'Secure Parking', 'Living Area', 'Deck']",week,550.0
https://www.domain.com.au/14-straughan-st-glen-iris-vic-3146-16053776,14 Straughan St Glen Iris VIC 3146,3146,6,4,3,Apartment / Unit / Flat,[],week,1250.0
https://www.domain.com.au/55-great-valley-road-glen-iris-vic-3146-16069673,55 Great Valley Road Glen Iris VIC 3146,3146,2,1,2,House,[],week,725.0
https://www.domain.com.au/8-1512-malvern-road-glen-iris-vic-3146-16069445,8/1512 Malvern Road Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,430.0
https://www.domain.com.au/1-lillian-street-glen-iris-vic-3146-16068377,1 Lillian Street Glen Iris VIC 3146,3146,4,2,2,House,[],week,1080.0
https://www.domain.com.au/47-somerset-road-glen-iris-vic-3146-16067326,47 Somerset Road Glen Iris VIC 3146,3146,3,2,2,House,[],week,895.0
https://www.domain.com.au/1-27-young-street-glen-iris-vic-3146-16067111,1/27 Young Street Glen Iris VIC 3146,3146,3,2,2,Apartment / Unit / Flat,[],week,695.0
https://www.domain.com.au/207-770b-toorak-road-glen-iris-vic-3146-16065999,207/770B Toorak Road Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['Dishwasher', 'Split System Air Con', 'Balcony / Deck']",week,395.0
https://www.domain.com.au/3-6-creswick-street-glen-iris-vic-3146-16065631,3/6 Creswick Street Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,450.0
https://www.domain.com.au/2-29-belmont-avenue-north-glen-iris-vic-3146-16065530,2/29 Belmont Avenue North Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,450.0
https://www.domain.com.au/4-45-edgar-street-glen-iris-vic-3146-16062501,4/45 Edgar Street Glen Iris VIC 3146,3146,2,1,0,Apartment / Unit / Flat,[],week,520.0
https://www.domain.com.au/202-23-maverston-street-glen-iris-vic-3146-16018321,202/23 Maverston Street Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,500.0
https://www.domain.com.au/6-kenilworth-grove-glen-iris-vic-3146-16034616,6 Kenilworth Grove Glen Iris VIC 3146,3146,3,1,3,House,"['Dishwasher', 'Split System (Heating)', 'Split System (Air Con)']",week,650.0
https://www.domain.com.au/4-25-iris-road-glen-iris-vic-3146-16026598,4/25 Iris Road Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,520.0
https://www.domain.com.au/24-gardiner-parade-glen-iris-vic-3146-16058635,24 Gardiner Parade Glen Iris VIC 3146,3146,5,2,2,House,[],week,1550.0
https://www.domain.com.au/1-valley-parade-glen-iris-vic-3146-15315344,1 Valley Parade Glen Iris VIC 3146,3146,2,1,1,House,[],week,470.0
https://www.domain.com.au/8-2-victor-road-glen-iris-vic-3146-14736582,8/2 Victor Road Glen Iris VIC 3146,3146,3,2,1,Townhouse,[],week,625.0
https://www.domain.com.au/1492-malvern-road-glen-iris-vic-3146-16051441,1492 Malvern Road Glen Iris VIC 3146,3146,1,1,0,Apartment / Unit / Flat,[],week,230.0
https://www.domain.com.au/6-1544-malvern-road-glen-iris-vic-3146-16049812,6/1544 Malvern Road Glen Iris VIC 3146,3146,2,1,0,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes']",week,395.0
https://www.domain.com.au/5-29-osborne-avenue-glen-iris-vic-3146-16035112,5/29 Osborne Avenue Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Window Treatments', 'Broadband Internet Available', 'Dishwasher']",week,460.0
https://www.domain.com.au/8-22-brixton-rise-glen-iris-vic-3146-16034897,8/22 Brixton Rise Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,[],week,295.0
https://www.domain.com.au/34-1495-1499-malvern-road-glen-iris-vic-3146-16034039,34/1495-1499 Malvern Road Glen Iris VIC 3146,3146,3,2,1,Apartment / Unit / Flat,"['Garden / Courtyard', 'Built in wardrobes']",week,620.0
https://www.domain.com.au/level-1-1475a-malvern-road-glen-iris-vic-3146-16043208,Level 1/1475A Malvern Road Glen Iris VIC 3146,3146,3,1,1,Apartment / Unit / Flat,"['Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Car Parking - Surface']",week,450.0
https://www.domain.com.au/2-146-glen-iris-road-glen-iris-vic-3146-16040804,2/146 Glen Iris Road Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,600.0
https://www.domain.com.au/2-1468-malvern-road-glen-iris-vic-3146-15998478,2/1468 Malvern Road Glen Iris VIC 3146,3146,3,2,2,Townhouse,"['Heating', 'Built in wardrobes', 'Courtyard', 'Dishwasher']",week,700.0
https://www.domain.com.au/54-liston-street-glen-iris-vic-3146-15987991,54 Liston Street Glen Iris VIC 3146,3146,4,2,4,House,"['Air conditioning', 'Built in wardrobes']",week,595.0
https://www.domain.com.au/1-35-carroll-crescent-glen-iris-vic-3146-16065068,1/35 Carroll Crescent Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,[],week,350.0
https://www.domain.com.au/201-220-burke-road-glen-iris-vic-3146-16030137,201/220 Burke Road Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Intercom', 'Floorboards', 'Dishwasher']",week,380.0
https://www.domain.com.au/101-35-43-high-street-glen-iris-vic-3146-15737264,101/35-43 High Street Glen Iris VIC 3146,3146,2,2,1,Apartment / Unit / Flat,[],week,500.0
https://www.domain.com.au/44-maitland-street-glen-iris-vic-3146-16059237,44 Maitland Street Glen Iris VIC 3146,3146,4,1,1,House,[],week,550.0
https://www.domain.com.au/1496-high-street-glen-iris-vic-3146-15128008,1496 High Street Glen Iris VIC 3146,3146,2,1,2,House,[],week,490.0
https://www.domain.com.au/4-17-belmont-avenue-glen-iris-vic-3146-16005144,4/17 Belmont Avenue Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Air conditioning', 'Built in wardrobes', 'Secure Parking', 'Dishwasher']",week,500.0
https://www.domain.com.au/5-1435-high-street-glen-iris-vic-3146-15083025,5/1435 High Street Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Car Accom: Single Off-Street Parking', 'Heating: Reverse Cycle Air Conditioning', 'Cooling: Reverse Cycle Air Conditioning', 'Kitchen: Modern', 'Cooking: Gas Hotplates and Electric Oven', 'Pool/Spa Count: 0']",week,410.0
https://www.domain.com.au/5-23-aintree-road-glen-iris-vic-3146-15032321,5/23 Aintree Road Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,410.0
https://www.domain.com.au/5-48-maitland-street-glen-iris-vic-3146-15984178,5/48 Maitland Street Glen Iris VIC 3146,3146,2,1,0,Apartment / Unit / Flat,[],week,550.0
https://www.domain.com.au/4-2-glenarm-rd-glen-iris-vic-3146-15973174,4/2 Glenarm Rd Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,['Garden / Courtyard'],week,390.0
https://www.domain.com.au/6-3-osborne-avenue-glen-iris-vic-3146-15970741,6/3 Osborne Avenue Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,[],week,395.0
https://www.domain.com.au/19-4-wills-street-glen-iris-vic-3146-15963769,19/4 Wills Street Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Intercom', 'Close to schools', 'Security Access', 'Floorboards', 'Secure Parking', 'Window Treatments', 'Broadband Internet Available', 'Dishwasher']",week,440.0
https://www.domain.com.au/13-70-edgar-street-north-glen-iris-vic-3146-15948637,13/70 Edgar Street North Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,[],week,290.0
https://www.domain.com.au/44-rosedale-road-glen-iris-vic-3146-15726235,44 Rosedale Road Glen Iris VIC 3146,3146,3,1,2,House,[],week,500.0
https://www.domain.com.au/2-1-creswick-street-glen-iris-vic-3146-15943598,2/1 Creswick Street Glen Iris VIC 3146,3146,3,2,2,Townhouse,[],week,1100.0
https://www.domain.com.au/1-152-burke-road-glen-iris-vic-3146-13641967,1/152 Burke Road Glen Iris VIC 3146,3146,4,3,3,House,[],week,960.0
https://www.domain.com.au/2-40-osborne-avenue-glen-iris-vic-3146-15921096,2/40 Osborne Avenue Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,[],week,375.0
https://www.domain.com.au/7-britten-street-glen-iris-vic-3146-15646461,7 Britten Street Glen Iris VIC 3146,3146,3,1,3,House,"['Air conditioning', 'Ducted Heating', 'Built in wardrobes', 'Secure Parking', 'Pets Allowed']",week,580.0
https://www.domain.com.au/14-straughan-st-glen-iris-vic-3146-16071220,14 Straughan St Glen Iris VIC 3146,3146,6,4,3,Apartment / Unit / Flat,"['Secure Parking*', 'Heating*', 'Balcony / Deck*']",week,1250.0
https://www.domain.com.au/18-francis-crescent-glen-iris-vic-3146-10566702,18 Francis Crescent Glen Iris VIC 3146,3146,5,2,2,House,"['Secure Parking*', 'Study*']",week,1050.0
https://www.domain.com.au/2-146-glen-iris-road-glen-iris-vic-3146-16067386,2/146 Glen Iris Road Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Secure Parking*', 'Heating*']",week,600.0
https://www.domain.com.au/4-2-glenarm-rd-glen-iris-vic-3146-16067366,4/2 Glenarm Rd Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Secure Parking*', 'Garden / Courtyard']",week,390.0
https://www.domain.com.au/34-1495-1499-malvern-road-glen-iris-vic-3146-16067361,34/1495-1499 Malvern Road Glen Iris VIC 3146,3146,3,2,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Secure Parking*', 'Heating*', 'Balcony / Deck*', 'Garden / Courtyard', 'Built in wardrobes']",week,620.0
https://www.domain.com.au/47-somerset-road-glen-iris-vic-3146-16067330,47 Somerset Road Glen Iris VIC 3146,3146,3,2,2,House,['Secure Parking*'],week,895.0
https://www.domain.com.au/202-1565-malvern-road-glen-iris-vic-3146-16063261,202/1565 Malvern Road Glen Iris VIC 3146,3146,2,2,2,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Study*', 'Secure Parking', 'Living Area']",week,670.0
https://www.domain.com.au/9-muriel-street-glen-iris-vic-3146-16055689,9 Muriel Street Glen Iris VIC 3146,3146,4,2,2,House,"['Air conditioning*', 'Heating*', 'Study*']",week,1500.0
https://www.domain.com.au/5-219-burke-road-glen-iris-vic-3146-15937761,5/219 Burke Road Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Gas*', 'Heating*', 'Balcony / Deck*']",week,300.0
https://www.domain.com.au/8-38-edgar-street-glen-iris-vic-3146-16062045,8/38 Edgar Street Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['INSIDE:', 'Split System Heating', 'Split System Air Conditioning']",week,270.0
https://www.domain.com.au/4-somerset-road-glen-iris-vic-3146-16059938,4 Somerset Road Glen Iris VIC 3146,3146,3,2,5,House,"['Built in wardrobes*', 'Gas*', 'Internal Laundry*', 'Secure Parking*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*']",week,750.0
https://www.domain.com.au/48a-summerhill-road-glen-iris-vic-3146-15072702,48A Summerhill Road Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Internal Laundry*', 'Secure Parking*', 'Bath*', 'Heating*']",week,575.0
https://www.domain.com.au/11-249-burke-road-glen-iris-vic-3146-16049601,11/249 Burke Road Glen Iris VIC 3146,3146,2,2,1,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Intercom*', 'Heating*', 'Dishwasher*', 'Secure Parking', 'Air conditioning', 'Balcony / Deck', 'Built in wardrobes', 'Floorboards']",week,550.0
https://www.domain.com.au/77-rowen-street-glen-iris-vic-3146-16045838,77 Rowen Street Glen Iris VIC 3146,3146,3,1,1,House,"['Internal Laundry*', 'Bath*', 'Heating*']",week,525.0
https://www.domain.com.au/28-celia-street-glen-iris-vic-3146-16032136,28 Celia Street Glen Iris VIC 3146,3146,4,2,2,House,"['Gas*', 'Fireplace(s)*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*', 'Air conditioning', 'Built in wardrobes']",week,995.0
https://www.domain.com.au/8-22-leopold-st-glen-iris-vic-3146-13566011,8/22 LEOPOLD ST Glen Iris VIC 3146,3146,3,1,1,Apartment / Unit / Flat,"['Bath*', 'Balcony', 'Fully fenced', 'Built in wardrobes', 'Air conditioning', 'Rentbetter.com.au']",week,483.0
https://www.domain.com.au/6-11-belmont-avenue-glen-iris-vic-3146-16024438,6/11 Belmont Avenue Glen Iris VIC 3146,3146,1,1,1,House,[],week,335.0
https://www.domain.com.au/1667-1669-malvern-road-glen-iris-vic-3146-16022120,1667-1669 Malvern Road Glen Iris VIC 3146,3146,5,2,0,House,"['Balcony/Patio/Terrace', 'Bath', 'Built in wardrobes', 'Fireplace(s)', 'Formal Lounge', 'Heating', 'Floorboards', 'Garden', 'Level Lawn', 'Pets Allowed', 'Shower Facilities', 'Close To Parklands', 'Close to schools', 'Close to shops', 'Close to transport', 'Quiet Location', 'Gas Enabled', 'Internal Laundry', 'Broadband', 'Secure Parking', 'Living Area', 'Fully fenced', 'Energy Eff. Rating: 3.5']",week,635.0
https://www.domain.com.au/12-renwick-street-glen-iris-vic-3146-16019562,12 Renwick Street Glen Iris VIC 3146,3146,4,2,2,House,"['Internal Laundry*', 'Secure Parking*']",week,760.0
https://www.domain.com.au/274-warrigal-road-glen-iris-vic-3146-16016537,274 Warrigal Road Glen Iris VIC 3146,3146,4,2,1,House,"['Built in wardrobes*', 'Internal Laundry*', 'Bath*', 'Air conditioning', 'Remote Garage', 'Living Area']",week,750.0
https://www.domain.com.au/36-bath-road-glen-iris-vic-3146-16013462,36 Bath Road Glen Iris VIC 3146,3146,4,2,2,House,[],week,720.0
https://www.domain.com.au/381a-burke-road-glen-iris-vic-3146-16007602,381A Burke Road Glen Iris VIC 3146,3146,3,2,2,Townhouse,"['Air conditioning*', 'Gas*', 'Secure Parking*', 'Heating*', 'Dishwasher*']",week,760.0
https://www.domain.com.au/402-35-43-high-street-glen-iris-vic-3146-16005521,402/35-43 High Street Glen Iris VIC 3146,3146,2,2,1,Apartment / Unit / Flat,"['Heating*', 'Dishwasher*', 'Air conditioning', 'Built in wardrobes', 'Intercom', 'Floorboards', 'Secure Parking']",week,550.0
https://www.domain.com.au/28-sunhill-road-glen-iris-vic-3146-10609944,28 Sunhill Road Glen Iris VIC 3146,3146,4,2,1,House,"['Car Accom: Single Carport', 'Heating: Gas Ducted Heating', 'Cooking: Gas Hotplates and Electric Oven', 'Pool/Spa Count: 0']",week,600.0
https://www.domain.com.au/189-burke-road-glen-iris-vic-3146-15976752,189 Burke Road Glen Iris VIC 3146,3146,4,1,3,House,"['Heating*', 'Dishwasher*', 'Air conditioning', 'Floorboards']",week,625.0
https://www.domain.com.au/40-madeline-street-glen-iris-vic-3146-15971227,40 Madeline Street Glen Iris VIC 3146,3146,4,2,2,House,"['Air conditioning', 'Built in wardrobes', 'Balcony / Deck', 'Dishwasher', 'Ducted Heating']",week,730.0
https://www.domain.com.au/8-4-osborne-avenue-glen-iris-vic-3146-13764804,8/4 Osborne Avenue Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Balcony', 'Built in wardrobes', 'Rentbetter.com.au']",week,380.0
https://www.domain.com.au/35b-irymple-avenue-glen-iris-vic-3146-12707919,35B Irymple Avenue Glen Iris VIC 3146,3146,3,1,1,Apartment / Unit / Flat,"['Bath*', 'Heating', 'Close To Parklands', 'Close to schools', 'Close to shops', 'Close to transport', 'Gas Enabled', 'Remote Garage', 'Balcony', 'Secure Parking']",week,495.0
https://www.domain.com.au/4-1494-high-street-glen-iris-vic-3146-15932335,4/1494 High Street Glen Iris VIC 3146,3146,3,3,1,Apartment / Unit / Flat,"['Air conditioning*', 'Internal Laundry*', 'Secure Parking*', 'Intercom*', 'Bath*', 'Heating*']",week,699.0
https://www.domain.com.au/1667-1669-malvern-road-glen-iris-vic-3146-15833718,1667-1669 Malvern Road Glen Iris VIC 3146,3146,5,2,5,House,"['Air conditioning', 'Built in wardrobes', 'Heating', 'Floorboards', 'Fully fenced', 'Gas Hot Water Service', 'Fireplace(s)', 'Ensuite', 'Pets Allowed']",week,640.0
https://www.domain.com.au/82-high-street-glen-iris-vic-3146-15518582,82 High Street Glen Iris VIC 3146,3146,4,3,2,House,[],week,950.0
https://www.domain.com.au/288-tooronga-road-glen-iris-vic-3146-16034585,288 Tooronga Road Glen Iris VIC 3146,3146,2,2,1,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Furnished*', 'Broadband internet access*', 'Dishwasher*']",week,1043.0
https://www.domain.com.au/23-parkin-street-glen-iris-vic-3146-15994910,23 Parkin Street Glen Iris VIC 3146,3146,5,2,2,House,['Heating*'],week,840.0
https://www.domain.com.au/8-16-edgar-street-glen-iris-vic-3146-15355868,8/16 Edgar Street Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Gas*', 'Bath*', 'Air conditioning', 'Intercom', 'Balcony', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Internal Laundry', 'Building Security', 'Close to shops', 'Close to transport']",week,450.0
https://www.domain.com.au/6-41-carroll-crescent-glen-iris-vic-3146-16024201,6/41 Carroll Crescent Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Gas*', 'Heating*', 'Balcony / Deck*']",week,245.0
https://www.domain.com.au/47-florizel-street-glen-iris-vic-3146-16022064,47 Florizel Street Glen Iris VIC 3146,3146,4,2,2,House,"['Air conditioning*', 'Built in wardrobes*', 'Gas*', 'Fireplace(s)*', 'Heating*', 'Dishwasher*']",week,940.0
https://www.domain.com.au/39-bath-road-glen-iris-vic-3146-16018869,39 Bath Road Glen Iris VIC 3146,3146,5,3,2,House,[],week,1350.0
https://www.domain.com.au/26-bath-road-glen-iris-vic-3146-13973665,26 Bath Road Glen Iris VIC 3146,3146,5,3,2,House,[],week,930.0
https://www.domain.com.au/4-1501-malvern-road-glen-iris-vic-3146-15991193,4/1501 Malvern Road Glen Iris VIC 3146,3146,1,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Secure Parking*', 'Intercom*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*']",week,320.0
https://www.domain.com.au/1-1-howard-street-glen-iris-vic-3146-15984066,1/1 Howard Street Glen Iris VIC 3146,3146,3,1,2,House,"['Built in wardrobes*', 'Gas*', 'Internal Laundry*', 'Secure Parking*', 'Heating*', 'Dishwasher*', 'Study*']",week,680.0
https://www.domain.com.au/36-beryl-st-glen-iris-vic-3146-15975095,36 Beryl St Glen Iris VIC 3146,3146,4,2,1,House,"['Air conditioning*', 'Internal Laundry*', 'Heating*', 'Study*']",week,950.0
https://www.domain.com.au/1797-malvern-road-glen-iris-vic-3146-15949305,1797 Malvern Road Glen Iris VIC 3146,3146,4,1,3,House,"['Air conditioning*', 'Internal Laundry*', 'Secure Parking*', 'Balcony / Deck*']",week,500.0
https://www.domain.com.au/7-33-osborne-avenue-glen-iris-vic-3146-15911408,7/33 Osborne Avenue Glen Iris VIC 3146,3146,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher', 'Study', 'Secure Parking', 'Intercom']",week,450.0
https://www.domain.com.au/12-carool-road-ashburton-vic-3147-16070361,12 Carool Road Ashburton VIC 3147,3147,2,1,1,House,[],week,550.0
https://www.domain.com.au/7-reid-street-ashwood-vic-3147-16066841,7 Reid Street Ashwood VIC 3147,3147,3,2,3,House,"['Ducted Heating', 'Built in wardrobes', 'Swimming Pool', 'Floorboards']",week,625.0
https://www.domain.com.au/2a-st-georges-cres-ashburton-vic-3147-16060144,2A St Georges Cres Ashburton VIC 3147,3147,2,1,2,Apartment / Unit / Flat,[],week,380.0
https://www.domain.com.au/1-fakenham-road-ashburton-vic-3147-14986657,1 Fakenham Road Ashburton VIC 3147,3147,3,2,2,Apartment / Unit / Flat,[],week,670.0
https://www.domain.com.au/2a-ambon-street-ashburton-vic-3147-16033643,2A Ambon Street Ashburton VIC 3147,3147,3,1,2,House,"['Air conditioning', 'Heating', 'Close to transport', 'Close to shops', 'Close to schools', 'Floorboards', 'Dishwasher']",week,700.0
https://www.domain.com.au/2-40c-victory-boulevard-ashburton-vic-3147-16027815,2/40C Victory Boulevard Ashburton VIC 3147,3147,2,1,0,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher', 'Intercom']",week,450.0
https://www.domain.com.au/g01-313-high-street-ashburton-vic-3147-16046996,G01/313 High Street Ashburton VIC 3147,3147,2,1,1,Apartment / Unit / Flat,[],week,525.0
https://www.domain.com.au/4-7-9-sunderland-avenue-ashburton-vic-3147-15995207,4/7-9 Sunderland Avenue Ashburton VIC 3147,3147,4,2,1,Townhouse,"['Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Ducted Heating', 'Floorboards', 'Fully fenced', 'Remote Garage']",week,770.0
https://www.domain.com.au/18-tarakan-avenue-ashburton-vic-3147-15965417,18 Tarakan Avenue Ashburton VIC 3147,3147,3,1,3,House,"['Ducted Heating', 'Floorboards']",week,495.0
https://www.domain.com.au/13-mernda-avenue-ashburton-vic-3147-15895716,13 Mernda Avenue Ashburton VIC 3147,3147,4,2,3,House,"['Ducted Heating', 'Built in wardrobes', 'Secure Parking']",week,820.0
https://www.domain.com.au/2-8-murra-court-ashwood-vic-3147-14178074,2/8 Murra Court Ashwood VIC 3147,3147,2,1,1,Apartment / Unit / Flat,"['Air conditioning', 'Built in wardrobes', 'Close to schools', 'Close to shops', 'Close to transport', 'Garden', 'Secure Parking', 'Formal Lounge']",week,390.0
https://www.domain.com.au/3-6-murra-court-ashwood-vic-3147-16069908,3/6 Murra Court Ashwood VIC 3147,3147,3,2,2,Townhouse,"['Gas*', 'Secure Parking*', 'Heating*', 'INSIDE:', 'Vacuum System', 'Built in wardrobes', 'Dishwasher', 'Air conditioning', 'Ensuite(s)', 'OUTSIDE:', 'Courtyard']",week,590.0
https://www.domain.com.au/1a-julie-court-ashwood-vic-3147-15878143,1A Julie Court Ashwood VIC 3147,3147,2,1,1,House,"['Furnished*', 'Rumpus Room', 'Gas Heating', 'Courtyard', 'Balcony', 'Built in wardrobes', 'Water Tank', 'Floorboards', 'Broadband Connection', 'Energy Eff. Rating: 8']",week,490.0
https://www.domain.com.au/3-nolan-court-ashwood-vic-3147-16061288,3 Nolan Court Ashwood VIC 3147,3147,5,3,2,House,"['Air conditioning', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Ensuite', 'Dishwasher']",week,750.0
https://www.domain.com.au/16-kanooka-avenue-ashwood-vic-3147-16054431,16 Kanooka Avenue Ashwood VIC 3147,3147,3,1,0,House,"['Built in wardrobes*', 'Heating*']",week,400.0
https://www.domain.com.au/2b-jordan-street-ashwood-vic-3147-16051381,2B Jordan Street Ashwood VIC 3147,3147,4,3,1,Townhouse,"['Built in wardrobes*', 'Heating*', 'Dishwasher*', 'Remote Garage']",week,1000.0
https://www.domain.com.au/17-2-12-temple-street-ashwood-vic-3147-16050065,17/2-12 Temple Street Ashwood VIC 3147,3147,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Internal Laundry*', 'Secure Parking*', 'Heating*']",week,370.0
https://www.domain.com.au/19-munro-avenue-ashburton-vic-3147-16045504,19 Munro Avenue Ashburton VIC 3147,3147,4,2,2,House,"['INSIDE:', 'Built in wardrobes', 'Ducted Heating', 'Ducted Air Conditioning', 'Ensuite(s)', 'OUTSIDE:', 'Secure Parking']",week,1000.0
https://www.domain.com.au/1-114-116-high-st-road-ashwood-vic-3147-13723584,1/114-116 High St Road Ashwood VIC 3147,3147,3,1,2,Apartment / Unit / Flat,"['Secure Parking*', 'Heating*']",week,480.0
https://www.domain.com.au/5-57-59-high-street-road-ashwood-vic-3147-15937215,5/57-59 High Street Road Ashwood VIC 3147,3147,2,1,1,House,['Secure Parking*'],week,375.0
https://www.domain.com.au/2-57-59-high-street-road-ashwood-vic-3147-15937203,2/57-59 High Street Road Ashwood VIC 3147,3147,2,1,1,House,['Secure Parking*'],week,375.0
https://www.domain.com.au/82-nicholas-street-ashburton-vic-3147-15875187,82 Nicholas Street Ashburton VIC 3147,3147,4,2,2,House,"['Heating*', 'Balcony / Deck*']",week,800.0
https://www.domain.com.au/12-munro-avenue-ashburton-vic-3147-15401463,12 Munro Avenue Ashburton VIC 3147,3147,3,1,2,House,"['Internal Laundry*', 'Secure Parking*', 'Bath*', 'Heating*', 'Dishwasher*']",week,500.0
https://www.domain.com.au/ashwood-vic-3147-14110065,Ashwood VIC 3147,3147,5,3,2,Townhouse,"['Air conditioning', 'Bath', 'Built in wardrobes', 'Formal Lounge', 'Furnished', 'Heating', 'Modern Bathroom', 'Modern Kitchen', 'Floorboards', 'Garden', 'Garden Shed', 'Alarm System', 'Intercom', 'Security Lights', 'Close To Parklands', 'Close to schools', 'Close to shops', 'Close to transport', 'Non Smoking', 'Gas Enabled', 'Internal Laundry', 'Newly Built Property', 'Remote Garage', 'Study', 'Broadband', 'Dishwasher', 'Fully fenced']",week,845.0
https://www.domain.com.au/10-alamein-avenue-ashburton-vic-3147-16071261,10 Alamein Avenue Ashburton VIC 3147,3147,3,1,2,House,"['Heating*', 'Balcony / Deck*']",week,500.0
https://www.domain.com.au/5-14-16-temple-street-ashwood-vic-3147-16061121,5/14-16 Temple Street Ashwood VIC 3147,3147,3,2,2,Townhouse,"['Solar panels*', 'Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Floorboards', 'Fully fenced', 'Outdoor Entertainment Area', 'Remote Garage', 'Secure Parking', 'Shed']",week,680.0
https://www.domain.com.au/206-151-153-huntingdale-road-ashwood-vic-3147-16054609,206/151-153 Huntingdale Road Ashwood VIC 3147,3147,2,2,1,Apartment / Unit / Flat,"['Gas*', 'Ensuite', 'Air conditioning', 'Secure Parking', 'Intercom', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher', 'Internal Laundry']",week,445.0
