Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
4154,6755,6755,80239,61854,0.82,5562,79856,66236,0.18,1185,-3978,-2603,6755,83577,64235,6755,3271,781,0.08,525,75469,23248,0.07,502,49871,11194,0.81,5469,26011,16260,7377,177438,93248
4155,1020,1020,105460,59086,0.68,693,74607,53000,0.24,241,160,200,1020,109442,61017,1020,3938,491,0.08,81,148248,31200,0.07,76,108279,17436,0.77,784,42579,17789,1118,332620,102251
4156,2262,2262,77442,55392,0.75,1696,73096,60060,0.23,530,-1304,-884,2262,80408,58024,2262,2918,644,0.08,176,93369,24242,0.07,166,65982,11245,0.77,1738,26776,16080,2399,245213,86648
4157,12214,12214,57579,49850,0.81,9952,59572,54010,0.12,1470,-1742,-1260,12214,59702,51358,12214,2082,534,0.08,980,78892,27790,0.08,945,56274,11260,0.77,9410,15677,10753,13846,139680,63541
4158,2265,2265,58652,51186,0.84,1895,60897,55308,0.12,267,-1559,-1773,2265,60980,52718,2265,2274,653,0.08,170,73609,31462,0.07,167,46459,12705,0.79,1796,15425,11194,2651,142980,65692
4159,8838,8838,60765,49856,0.8,7066,64042,55256,0.14,1230,-1736,-1899,8838,63104,51709,8838,2314,595,0.07,636,56998,24698,0.07,608,37769,10074,0.77,6810,17288,11486,10043,166867,74568
4160,11909,11909,66779,51334,0.79,9369,68772,56725,0.15,1793,-2865,-1792,11909,69358,53356,11909,2517,596,0.07,871,61439,27079,0.07,836,36476,11202,0.76,9029,20999,12783,13134,198439,86503
4161,9900,9900,55001,49116,0.84,8352,57822,53478,0.1,963,-1918,-1692,9900,57018,50792,9900,1973,598,0.08,818,49818,26408,0.08,774,29884,12578,0.78,7770,13896,10258,11379,123355,60962
4163,9619,9619,70979,47171,0.72,6929,64939,52320,0.15,1472,-552,-462,9619,73658,49106,9619,2595,477,0.07,640,171441,24340,0.06,615,153636,10386,0.73,7024,25080,11695,10655,232076,78255
4164,10793,10793,62640,51792,0.82,8886,64595,56092,0.11,1232,-3023,-2181,10793,65185,53890,10793,2497,676,0.08,850,75918,28298,0.07,806,52025,13172,0.79,8496,17670,11971,11641,145033,66733
4165,23244,23244,59907,50076,0.8,18556,62597,55441,0.13,2912,-2342,-2072,23244,62291,51988,23244,2351,636,0.07,1687,59654,29368,0.07,1623,38023,13174,0.77,17922,16782,11604,25513,149344,72980
4169,11068,11068,74279,51574,0.81,8995,68380,54695,0.14,1557,-1407,-1405,11068,77307,53787,11068,2949,534,0.1,1116,111626,18721,0.09,963,98286,8226,0.78,8654,24768,12440,13333,191838,33419
4170,17939,17939,78370,60019,0.86,15378,76069,62435,0.15,2680,-3986,-2922,17939,81289,62084,17939,2884,791,0.08,1493,133658,21000,0.08,1386,111121,9906,0.83,14964,24195,14459,20475,147975,59686
4171,11211,11211,104681,67386,0.8,9013,92962,69145,0.2,2216,-4087,-2378,11211,108787,70232,11211,3928,873,0.09,983,131360,26645,0.08,895,82926,11151,0.82,9216,38491,18395,12530,234082,89032
4172,3219,3219,68318,56771,0.87,2792,69877,59999,0.13,425,-3880,-3002,3219,70849,58666,3219,2512,660,0.08,251,63581,25457,0.07,235,42937,12056,0.83,2670,19272,12986,3663,118397,53601
4173,5258,5258,59895,52967,0.86,4499,63598,58209,0.11,604,-3415,-2480,5258,62162,55236,5258,2204,659,0.07,388,54553,27792,0.07,361,36599,12909,0.8,4222,15750,11644,6125,130989,67604
4174,1697,1697,59380,53905,0.86,1461,62676,57561,0.1,175,-2477,-2295,1697,61365,55676,1697,1967,606,0.09,156,60244,22156,0.09,145,42231,11751,0.81,1383,15129,11519,2008,100182,51873
4178,15675,15675,62140,51686,0.83,12952,65292,56744,0.13,2072,-1536,-1388,15675,64427,53534,15675,2218,599,0.08,1213,58225,22968,0.07,1154,39128,10130,0.79,12332,17423,11860,18196,148145,65801
4179,12056,12056,69278,54287,0.8,9679,70938,59377,0.16,1949,-1509,-1901,12056,71879,56348,12056,2552,626,0.08,996,61623,25046,0.08,954,36665,9193,0.79,9494,21164,13553,13959,182133,84551
4183,1262,1262,50400,39054,0.69,867,51148,43857,0.19,241,1089,971,1262,52372,40914,1262,1920,369,0.15,194,91400,21358,0.15,183,74725,9195,0.69,867,14493,8212,1534,183746,58395
4184,2925,2925,44960,30655,0.63,1845,44318,39434,0.13,385,1098,548,2925,46337,31487,2925,1335,235,0.12,341,59630,22864,0.11,321,45145,11511,0.58,1705,15146,6378,3707,103522,33483
4205,2748,2748,47192,44217,0.8,2201,51582,49598,0.07,189,502,-273,2748,48967,45666,2748,1769,444,0.08,219,49090,25039,0.08,208,33701,10464,0.75,2051,10829,8330,3115,84881,41995
4207,34479,34479,50713,45880,0.82,28426,53494,50154,0.09,2962,-1875,-1641,34479,52807,47636,34479,2057,533,0.08,2601,70185,29713,0.07,2475,52403,13728,0.76,26120,12529,9022,39479,89297,39166
4208,13480,13480,57550,50470,0.83,11255,60273,54660,0.11,1481,-2469,-2364,13480,60131,52588,13480,2495,757,0.08,1131,68844,29050,0.08,1083,49564,14384,0.8,10750,14880,10832,14525,100935,52653
4209,38149,38149,54122,46161,0.85,32460,55332,49771,0.08,2960,-2808,-2194,38149,56386,48099,38149,2227,660,0.09,3425,54515,25677,0.08,3180,38145,11650,0.77,29548,14076,8982,40974,72909,32621
4210,13490,13490,57735,48616,0.81,10933,59622,52537,0.12,1558,-2208,-2028,13490,60293,50610,13490,2403,741,0.1,1319,63692,27836,0.09,1262,43917,13148,0.78,10535,15499,10301,14719,103516,49226
4211,37724,37724,52696,44688,0.79,29788,54433,49163,0.11,4197,-1280,-1140,37724,54901,46562,37724,2162,606,0.11,4174,59078,27628,0.1,3939,38422,12083,0.75,28467,13688,8933,42380,100718,43919
4212,19246,19246,65094,46304,0.72,13775,62843,51420,0.15,2944,-2211,-1344,19246,68008,48276,19246,2834,516,0.09,1742,76302,31535,0.09,1655,52230,13633,0.74,14199,21139,11054,20788,197157,57900
4213,18266,18266,57770,45153,0.76,13840,57870,49231,0.14,2475,-889,-1004,18266,60297,47274,18266,2469,593,0.12,2141,76233,30244,0.11,2012,53316,13061,0.74,13579,16820,9796,20128,125902,52435
4214,23248,23248,52276,42634,0.77,17836,54149,47358,0.12,2826,-1104,-1204,23248,54492,44212,23248,2157,500,0.1,2429,65859,30771,0.1,2300,41404,12348,0.73,16923,14446,8779,26117,109207,41237
4215,30200,30200,49458,39523,0.77,23389,49267,43875,0.1,2964,1702,-232,30200,51550,41052,30200,2002,395,0.11,3352,60963,22072,0.1,3007,41211,9576,0.71,21480,13598,7692,35842,96857,24530
4216,23291,23291,58744,42235,0.7,16284,55651,47454,0.14,3365,1367,-57,23291,61385,44367,23291,2518,452,0.1,2281,73499,29550,0.09,2140,51189,12012,0.72,16819,18346,9179,27502,169829,45045
4217,27646,27646,62125,38705,0.69,19105,53415,41946,0.15,4048,1395,189,27646,64902,40590,27646,2622,350,0.12,3447,85276,22067,0.11,3014,67350,9468,0.7,19344,21970,8412,34119,174689,22519
4218,22780,22780,62740,44100,0.72,16396,57500,47518,0.16,3637,722,43,22780,66002,46262,22780,3131,511,0.13,2920,93239,26044,0.12,2664,70600,10670,0.75,16972,19895,9454,26849,162273,36632
4220,21182,21182,64834,45334,0.76,16037,58532,49078,0.16,3288,118,-478,21182,67618,47616,21182,2694,660,0.13,2677,71743,26685,0.12,2501,50578,11552,0.75,15985,20854,9730,24098,140941,50557
4221,17463,17463,57000,44363,0.76,13228,56981,48326,0.15,2629,-410,-604,17463,59578,46268,17463,2525,652,0.12,2124,71221,30048,0.12,2017,45567,12719,0.75,13035,16325,9404,19725,136012,52894
4223,9391,9391,57943,44091,0.73,6849,56984,48404,0.16,1534,597,-144,9391,60861,46116,9391,2822,615,0.14,1277,69119,28236,0.13,1219,45425,12927,0.74,6908,17193,9506,10480,155823,58147
4224,4414,4414,55997,45084,0.78,3443,55767,48666,0.13,574,231,-474,4414,58449,46778,4414,2418,676,0.14,599,60190,27172,0.13,558,38539,11278,0.77,3381,15117,8949,5013,131056,48045
4225,5341,5341,55451,40620,0.7,3753,51665,44190,0.16,828,2087,607,5341,58278,42515,5341,2701,474,0.13,720,64820,25438,0.12,666,42121,9589,0.72,3872,16669,7972,6188,182320,42662
4226,21927,21927,54332,43555,0.74,16315,55819,48239,0.13,2841,-512,-713,21927,56740,45374,21927,2340,509,0.11,2387,60852,27925,0.1,2240,37411,10898,0.73,16028,15319,9276,23922,124762,43981
4227,13811,13811,54244,44790,0.8,11062,56099,49006,0.12,1663,-1500,-1502,13811,56602,46764,13811,2316,597,0.12,1623,89725,25400,0.11,1508,68729,10930,0.76,10429,14558,9149,15169,92894,39990
4228,3548,3548,59114,42807,0.7,2490,59948,46515,0.17,610,1584,-49,3548,61983,45121,3548,2812,548,0.14,494,83530,33006,0.13,458,65068,14216,0.73,2606,17923,9705,3814,151865,61841
4230,173,173,62636,49156,0.68,117,64299,53219,0.17,29,1278,-668,173,65213,50027,173,2578,499,0.15,26,56913,26326,0.14,25,27028,15633,0.73,126,19393,11128,169,177842,92031
4270,2602,2602,58376,48478,0.79,2044,60877,53242,0.14,357,-1148,-1702,2602,60880,50044,2602,2412,646,0.1,273,86461,36000,0.1,264,67010,16896,0.77,1993,16127,11149,2912,119843,61611
4271,561,561,51548,39775,0.65,366,58556,49203,0.15,84,-2107,-638,561,54205,42294,561,2560,564,0.16,87,73936,29972,0.15,83,50865,14625,0.7,390,14733,7953,755,200626,62357
4272,4040,4040,51844,38739,0.65,2636,57313,48183,0.15,612,2280,158,4040,54349,40827,4040,2413,446,0.14,581,57756,27807,0.14,551,38634,12734,0.67,2713,15836,9836,4298,188014,72824
4275,2289,2289,52741,44390,0.74,1699,56141,50000,0.15,342,309,-700,2289,55055,46800,2289,2191,581,0.12,280,56750,30099,0.12,279,41413,16202,0.72,1655,14678,9409,2543,141533,57556
4280,11101,11101,55051,49119,0.83,9226,59134,53938,0.11,1205,-3112,-2297,11101,57457,50976,11101,2367,720,0.08,899,67229,31855,0.08,881,47491,17178,0.78,8704,14004,10409,12322,100878,54901
4285,11304,11304,51389,44518,0.79,8886,55175,50081,0.11,1216,-1279,-1464,11304,53786,46574,11304,2190,573,0.09,1003,70429,33698,0.09,972,53001,18596,0.74,8332,13611,9514,12788,114160,54856
4287,391,391,41269,35337,0.66,259,48323,43322,0.13,52,2833,2346,391,43616,37502,391,1987,320,0.13,49,87144,23770,0.13,51,73203,22835,0.64,251,11372,6918,427,147818,57317
4300,37516,37516,57199,51104,0.87,32806,60143,55348,0.1,3666,-4231,-3432,37516,59305,52961,37516,2075,672,0.07,2745,58223,26151,0.07,2608,39727,12197,0.79,29798,14691,10972,41176,95410,45702
4301,17850,17850,48031,45828,0.88,15680,50934,49596,0.05,851,-3040,-1982,17850,49972,47750,17850,1928,565,0.06,1068,45493,25014,0.06,1002,30637,13076,0.77,13750,10877,8638,20219,67159,28453
4303,1833,1833,44883,42168,0.85,1549,47790,46800,0.05,93,-1066,-2108,1833,46402,43724,1833,1519,469,0.06,109,55878,25763,0.06,104,45096,10521,0.74,1365,9803,7438,2366,65728,26172
4304,8871,8871,49106,45860,0.84,7410,53184,50744,0.07,659,-2511,-1716,8871,50835,47257,8871,1709,515,0.06,522,77017,24008,0.06,495,65241,13082,0.75,6666,11889,9011,10752,104967,44187
4305,34094,34094,52086,47305,0.84,28704,55868,52172,0.09,3034,-2415,-1740,34094,54009,49052,34094,1897,618,0.06,1962,60068,24494,0.05,1867,42716,12427,0.76,25887,13044,9930,39429,121796,54250
4306,23612,23612,59808,52306,0.84,19860,63462,57968,0.14,3211,-2348,-1683,23612,62243,54634,23612,2350,780,0.08,1853,66475,26676,0.08,1796,48955,14795,0.79,18623,16162,12029,26245,151883,73236
4307,953,953,50670,44270,0.78,739,56380,51577,0.12,117,-1513,-744,953,53035,46029,953,2173,646,0.12,117,84988,32981,0.12,117,82237,30162,0.74,702,13788,9646,1091,145301,66796
4309,1717,1717,47519,40665,0.73,1258,52881,48085,0.13,222,1176,242,1717,50398,42942,1717,2010,431,0.12,206,64299,30126,0.11,195,62336,21848,0.69,1191,12996,9025,1978,141354,65893
4310,3359,3359,44319,38036,0.71,2389,51324,45846,0.12,415,1309,451,3359,46206,39593,3359,1734,308,0.12,414,81560,28772,0.12,400,74845,22942,0.68,2300,12154,7949,3814,152643,68393
4311,5043,5043,48000,43086,0.77,3889,53920,51037,0.1,505,-931,-533,5043,50149,44780,5043,1971,504,0.08,403,71485,24738,0.08,399,59519,17585,0.72,3615,12238,9288,5860,95490,46053
4312,1237,1237,46087,38552,0.7,867,53716,48963,0.14,172,1918,542,1237,48390,40395,1237,2018,374,0.09,116,74230,28930,0.1,120,69952,16960,0.65,800,13424,9087,1454,159867,67881
4313,1086,1086,42462,36548,0.69,751,49460,43420,0.14,155,1578,463,1086,45432,38091,1086,1823,386,0.15,159,72044,24000,0.14,156,66860,20156,0.64,693,12143,7517,1241,140144,53539
4340,3084,3084,48679,42295,0.77,2388,54227,49716,0.12,355,-1308,-889,3084,50897,44740,3084,1952,517,0.1,307,70366,26595,0.1,304,61021,22559,0.71,2200,12710,9005,3414,134282,62420
4341,8023,8023,49944,44915,0.8,6456,55148,51245,0.1,832,-2024,-1058,8023,52127,46541,8023,2078,548,0.08,654,68165,28322,0.08,639,53929,18135,0.74,5916,12741,9439,9088,103381,51099
4342,1381,1381,47155,41408,0.77,1070,49888,46972,0.1,145,1130,-117,1381,49223,43221,1381,1920,420,0.09,118,92153,30180,0.08,113,81375,18964,0.71,980,11983,8414,1545,100045,42150
4343,7252,7252,42816,36542,0.83,6012,44202,39283,0.09,673,128,-102,7252,44785,37983,7252,1734,360,0.06,454,88833,26506,0.06,432,79887,21118,0.74,5400,10078,6291,8956,82998,14968
4344,1542,1542,49338,43638,0.78,1208,55513,50297,0.13,208,-1148,-506,1542,51512,45140,1542,2045,452,0.11,166,59854,24728,0.11,167,52877,21106,0.73,1121,12777,9278,1677,112834,55693
4346,604,604,53919,48812,0.81,490,59215,54855,0.14,83,-2843,-104,604,56138,51424,604,2172,771,0.09,57,75763,29707,0.09,55,54014,13099,0.76,462,13844,10739,655,149544,78019
4347,786,786,43666,37110,0.76,600,47214,44959,0.12,95,904,788,786,45552,38974,786,1653,326,0.1,80,55190,23568,0.1,75,48946,15460,0.7,553,11152,7184,870,103635,47247
4350,63042,63042,56368,46296,0.81,50937,56862,50954,0.13,7934,-1187,-1151,63042,58790,48402,63042,2341,623,0.07,4649,72918,21024,0.07,4425,49722,10865,0.75,47440,15945,9890,70208,157682,55518
4352,17997,17997,56874,48791,0.79,14168,61576,55150,0.15,2691,-1953,-1489,17997,59591,51230,17997,2511,713,0.09,1595,72156,24721,0.09,1570,58730,16767,0.75,13478,16157,11519,19343,174263,83097
4353,260,260,38374,32167,0.67,173,55509,52000,0.12,30,707,-258,260,41077,34851,260,2056,374,0.18,46,46246,24898,0.18,46,46111,26953,0.6,156,11906,7916,255,123479,68489
4354,650,650,45963,40366,0.76,491,55843,51139,0.11,72,-1497,-2572,650,48797,42956,650,2530,574,0.11,69,59278,22158,0.11,71,63248,24469,0.66,430,13813,9855,723,140140,62986
4355,1307,1307,39495,34640,0.68,895,49506,45247,0.14,181,-314,0,1307,41569,36043,1307,1769,323,0.13,174,43950,20960,0.13,174,44490,18006,0.62,814,10532,7444,1498,127033,55860
4356,2938,2938,47636,40303,0.77,2254,53996,47838,0.13,393,377,-680,2938,50653,43298,2938,2784,646,0.09,273,66498,27272,0.09,276,68452,33090,0.7,2047,13935,8725,3163,140999,55101
4357,1484,1484,42404,36866,0.73,1085,53159,46615,0.11,161,-627,-138,1484,44955,39204,1484,2261,517,0.08,121,60688,40984,0.08,124,57853,27531,0.67,992,12235,7728,1704,110129,43832
4358,1569,1569,49423,46226,0.81,1271,56110,51820,0.1,155,-1608,-755,1569,52775,48300,1569,2429,681,0.08,125,56295,19355,0.07,115,56938,23973,0.74,1158,13525,9944,1646,127413,52189
4359,763,763,47446,43577,0.74,565,55717,52832,0.12,93,-332,0,763,50208,46347,763,2348,510,0.1,80,116326,28738,0.11,82,106396,28568,0.69,524,13536,9767,820,125928,56386
4360,424,424,38698,31405,0.68,290,52900,46156,0.16,66,-369,0,424,41745,35416,424,2313,341,0.13,57,53836,22398,0.14,59,71243,34665,0.6,254,11965,7764,433,124346,58880
4361,1460,1460,39102,33698,0.67,973,49357,44361,0.12,176,-259,-120,1460,41858,35092,1460,2175,308,0.14,199,66330,23859,0.14,210,66319,23996,0.59,861,12659,7461,1512,125661,50453
4362,1389,1389,40217,34792,0.69,962,49371,43155,0.15,203,1190,0,1389,42818,36782,1389,2067,394,0.13,181,71427,27922,0.13,185,72813,28187,0.63,870,11079,7497,1459,139260,54561
4363,445,445,43255,39210,0.76,339,51520,46220,0.13,58,-930,-375,445,45923,41221,445,2543,625,0.13,59,60873,27245,0.13,59,60073,31669,0.7,313,11498,7959,457,135488,59229
4364,191,191,63311,45202,0.66,126,47396,43956,0.19,37,1549,2902,191,69015,52779,191,5213,675,0.08,16,99519,17669,0.08,16,72912,28745,0.71,135,23584,11521,191,172831,65630
4365,237,237,37921,33254,0.76,179,43841,43155,0.11,25,-51,774,237,39919,35442,237,1479,411,0.13,31,31145,15928,0.12,29,26923,17907,0.6,143,9679,7858,267,83881,35239
4370,10175,10175,44759,39939,0.77,7813,50250,46633,0.12,1233,600,-115,10175,46983,41945,10175,2042,505,0.09,960,57743,23979,0.09,935,51598,20004,0.7,7085,11473,7856,11475,126368,49369
4371,425,425,34602,29741,0.67,283,47197,44903,0.15,62,749,882,425,37303,31726,425,2165,350,0.13,54,75521,26719,0.12,51,78496,37868,0.57,243,10128,7276,441,144440,71108
4372,97,97,36148,31472,0.65,63,47128,42782,0.09,9,2937,2782,97,38398,32365,97,1965,464,0.13,13,40346,27405,0.13,13,34278,10500,0.6,58,9260,7798,99,113219,70561
4373,563,563,41167,35090,0.72,406,46632,43706,0.13,73,-225,448,563,43716,37278,563,1761,400,0.12,67,133714,34348,0.12,65,131635,29597,0.65,368,11178,6173,615,101509,46640
4374,234,234,36761,30697,0.67,157,50163,47304,0.14,32,-3541,-575,234,39579,32225,234,1962,378,0.15,36,50639,25672,0.15,35,58196,36859,0.56,130,11773,8366,265,143845,64780
4375,128,128,39951,30096,0.66,84,39753,33506,0.15,19,970,-335,128,42551,32804,128,2267,328,0.13,17,58945,22940,0.12,15,61523,49325,0.62,79,12701,5295,194,110962,11187
4376,173,173,38977,29740,0.78,135,37996,30147,0.1,18,-246,880,173,40051,30999,173,1074,209,0.08,14,59614,31657,0.08,14,37075,13432,0.68,117,10536,4190,269,54884,9167
4377,347,347,36976,32244,0.67,233,43973,39629,0.14,50,748,504,347,39399,33385,347,2039,294,0.11,38,42686,19612,0.11,39,38850,23827,0.6,209,9095,6000,384,105918,45568
4378,214,214,39472,32721,0.78,167,42645,37175,0.12,25,3759,1202,214,42264,35350,214,2510,558,0.07,14,48566,28101,0.06,13,28594,19885,0.66,141,9847,6362,289,103833,26940
4380,4438,4438,41336,34112,0.74,3289,43180,38039,0.14,601,3093,1279,4438,43799,36224,4438,2118,385,0.1,454,78855,27992,0.1,446,67710,20720,0.67,2987,10559,6160,5756,117162,33533
4381,287,287,42790,35001,0.68,196,44402,39542,0.16,45,1414,269,287,45487,37536,287,2609,357,0.1,28,30103,20096,0.09,26,30078,11632,0.64,184,11124,7274,345,127758,41665
4382,289,289,36377,28669,0.64,184,41219,34252,0.13,38,-3006,-1730,289,38586,30069,289,2150,310,0.1,29,36845,21495,0.1,29,37208,22956,0.58,167,9920,6605,330,194144,63256
4383,275,275,36073,33104,0.74,203,42900,41436,0.12,32,-80,420,275,38169,35570,275,2096,332,0.09,26,51891,30179,0.08,22,56617,31834,0.65,179,7642,5544,364,76064,30123
4385,602,602,36926,34014,0.69,414,51590,47948,0.1,62,2575,104,602,41585,36964,602,2456,350,0.14,84,117213,38077,0.14,85,109944,25837,0.61,365,11285,8100,650,107414,46011
4387,703,703,38628,35151,0.78,545,47976,43739,0.13,91,595,171,703,41929,38301,703,2576,559,0.1,73,85853,29721,0.11,78,82774,31587,0.65,456,10151,7041,775,104490,41969
4388,238,238,60426,28372,0.65,154,41110,36933,0.09,21,-173,974,238,64199,29729,238,2927,360,0.11,25,73340,40000,0.11,25,72304,33001,0.55,132,36524,4924,253,83128,28318
4390,4493,4493,48722,44407,0.78,3489,52958,48990,0.13,603,900,-63,4493,52235,47112,4493,2945,689,0.09,426,82008,28117,0.09,392,83269,21244,0.74,3347,13556,9291,4900,157888,51906
4400,1152,1152,51677,49180,0.85,977,57255,53424,0.11,127,-741,-983,1152,54054,50893,1152,2287,820,0.06,67,42661,22780,0.06,68,34338,13386,0.77,892,12847,9543,1287,102545,55554
4401,3131,3131,47303,44006,0.8,2495,54604,51571,0.11,337,-496,-592,3131,49451,46034,3131,1903,466,0.07,221,75248,32064,0.07,219,75207,25372,0.73,2272,12072,9158,3520,105521,51074
4402,144,144,33209,22690,0.51,74,51078,40036,0.12,18,-199,1002,144,35623,24098,144,1816,132,0.17,24,52977,16766,0.13,19,61986,21774,0.49,70,11338,5995,143,128376,52223
4403,430,430,46439,39608,0.65,280,52648,47740,0.13,55,2332,1678,430,49245,41760,430,2598,447,0.1,45,73036,36143,0.1,44,85695,46641,0.7,300,14613,8306,462,116936,49018
4404,301,301,42665,38342,0.66,198,49031,47000,0.16,47,-1131,-816,301,45554,41444,301,2420,409,0.13,38,85926,30753,0.12,36,87466,31518,0.68,205,11648,8594,310,129913,59887
4405,8204,8204,52909,45500,0.8,6561,56289,50769,0.14,1114,-925,-616,8204,55680,48085,8204,2418,653,0.07,586,94091,34736,0.07,583,78730,20255,0.74,6035,14761,9781,9128,138069,54983
4406,664,664,40333,33196,0.64,425,46156,40600,0.13,87,1666,531,664,44733,35590,664,2402,300,0.16,108,90095,36890,0.16,106,88727,47749,0.61,408,12107,7449,682,130738,46922
4407,316,316,49091,38918,0.65,205,51120,49886,0.16,51,1596,1260,316,52561,42728,316,2913,405,0.11,35,33298,10514,0.11,36,27778,10412,0.65,206,14444,9980,325,128854,53803
4408,406,406,34333,31734,0.65,264,53649,49540,0.1,40,1776,2502,406,36998,34708,406,1868,296,0.19,79,86699,43220,0.19,77,101296,39907,0.57,230,12029,7626,414,142128,59203
4410,684,684,37446,32407,0.6,410,48871,41274,0.11,74,713,792,684,40208,34695,684,2153,342,0.15,100,105468,41440,0.15,100,95013,28201,0.61,419,10785,6535,721,140733,55420
4411,155,155,42807,35477,0.6,93,52438,47485,0.09,14,-125,-2410,155,46519,41304,155,3309,342,0.19,29,69739,24651,0.19,30,70815,16140,0.66,102,13698,11075,165,192769,58245
4412,127,127,45313,45780,0.68,86,53214,47608,0.17,22,526,2164,127,48455,48243,127,2362,356,0.16,20,61927,18301,0.17,21,84885,24690,0.74,94,10966,7848,133,121402,50742
4413,4435,4435,56196,44106,0.77,3422,63768,52832,0.15,657,-2836,-2202,4435,58761,47019,4435,2190,549,0.1,422,72751,29647,0.1,422,65287,21798,0.71,3166,17376,11053,4812,119962,51981
4415,1095,1095,48228,40359,0.75,819,55368,48943,0.12,133,-1388,-1097,1095,51058,42161,1095,2286,442,0.1,114,70449,24080,0.1,111,62140,20790,0.67,734,14561,9951,1185,126126,51717
4416,282,282,45999,40652,0.68,193,52069,46080,0.18,50,113,-637,282,54135,44874,282,2920,439,0.15,43,104353,41117,0.15,43,88206,37887,0.73,206,12089,8859,306,151531,46610
4417,332,332,50443,43514,0.71,235,54096,47937,0.16,52,-2734,-1187,332,54522,46090,332,3607,706,0.17,58,73877,31295,0.17,56,64836,27858,0.77,256,14031,8847,364,165858,61530
4419,509,509,36524,34205,0.56,285,51450,48547,0.16,81,350,1,509,41000,37038,509,2742,209,0.19,98,106563,42434,0.19,98,95723,33581,0.63,319,11640,8349,516,125428,58170
4420,750,750,36912,37927,0.58,433,47171,43350,0.12,92,1535,140,750,41658,41143,750,3100,300,0.21,158,104838,32191,0.22,162,91220,22577,0.67,505,15242,8623,732,148381,59912
4421,981,981,40844,34455,0.68,668,47094,44304,0.11,110,-1472,-98,981,43383,36668,981,1809,263,0.11,112,90077,34076,0.12,113,72470,21542,0.63,622,11379,8031,1208,91991,33044
4422,301,301,34882,33203,0.61,184,44192,39851,0.08,25,-347,128,301,42227,38527,301,2992,300,0.13,39,371513,54898,0.13,38,390975,40782,0.6,181,12760,7378,297,157069,52534
4424,115,115,28633,31791,0.53,61,54956,45530,0.17,19,1586,21,115,33282,36340,115,4513,539,0.22,25,217991,27381,0.22,25,232822,24314,0.62,71,11131,5593,106,163224,55678
4425,149,149,27669,28671,0.54,81,46654,42833,0.16,24,-8403,-235,149,33177,30586,149,3442,165,0.23,34,91248,62846,0.21,31,86909,54995,0.54,81,8206,6062,147,76618,44869
4427,190,190,36562,33566,0.61,115,54738,48443,0.09,17,-7827,-3186,190,40009,35486,190,2738,298,0.16,30,114674,31442,0.16,31,106609,37251,0.64,121,11775,7364,195,113107,61372
4428,390,390,30517,34316,0.63,247,51712,48716,0.12,45,897,561,390,34078,36993,390,2453,300,0.19,76,87806,29710,0.21,82,73505,26674,0.63,247,11522,7210,406,148669,70578
4454,517,517,37389,34103,0.58,299,45907,41338,0.11,56,-1017,1338,517,39763,36560,517,1917,174,0.23,118,99182,33964,0.21,108,102973,24372,0.63,327,12385,7103,497,142854,43581
4455,5186,5186,57327,50133,0.8,4150,61701,55290,0.15,759,-2207,-2122,5186,60226,52537,5186,2523,656,0.11,568,102582,33958,0.11,557,99552,27241,0.78,4050,16236,11437,5752,142582,57061
4462,52,52,43733,40830,0.5,26,50609,40750,0.13,7,-3709,-2690,52,47682,44874,52,2646,179,0.27,14,67413,30934,0.23,12,60557,31444,0.63,33,14818,7694,60,123785,36381
4465,738,738,42256,35273,0.66,484,51092,44176,0.12,91,-85,-1554,738,46388,38825,738,2262,308,0.17,128,98367,42436,0.17,126,78606,24569,0.64,475,13169,7038,823,124431,46826
4468,214,214,26539,25738,0.53,114,39776,31366,0.1,21,-493,-365,214,29210,28146,214,1560,144,0.18,38,62261,21182,0.16,34,61053,10086,0.54,116,8733,5669,211,79540,37306
4470,1931,1931,49594,46607,0.81,1573,52600,50031,0.15,282,-1083,-404,1931,53363,48597,1931,1879,558,0.12,230,87196,20730,0.12,225,73911,18378,0.76,1463,12792,8908,2198,118464,49992
4472,780,780,44442,38006,0.71,557,49587,43529,0.14,110,-779,0,780,50636,41618,780,3836,308,0.18,138,80508,28311,0.18,141,76996,16015,0.67,519,13583,8496,892,157566,50669
4477,275,275,36816,38961,0.63,173,47107,44200,0.16,43,-686,-565,275,39232,40659,275,2405,300,0.18,50,124354,56346,0.17,47,125455,40811,0.69,189,11484,8387,289,107663,55664
4478,283,283,47539,39880,0.67,190,48600,47490,0.15,42,399,84,283,51345,44458,283,2904,300,0.14,41,189855,26241,0.15,42,183146,17996,0.68,192,16130,8711,315,122662,58377
4480,454,454,42130,42486,0.74,334,55013,50964,0.17,76,-3547,-1874,454,47421,44846,454,2462,367,0.18,81,109025,39064,0.18,81,84076,26776,0.7,320,11970,8871,510,107972,57988
