Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6437,258,258,84679,79038,0.95,246,88972,80596,0.32,83,-5829,-4675,258,86603,79964,258,1871,906,0.03,7,21658,10974,0.02,5,11041,4296,0.84,218,25058,21803,291,89305,63236
6438,309,309,58003,53559,0.83,257,63615,55525,0.12,36,-2838,-2840,309,60312,54191,309,1554,538,0.08,24,142873,45858,0.07,22,104010,21212,0.76,234,16792,12473,401,67066,24502
6440,248,248,63580,57842,0.9,222,64912,62418,0.08,21,-6769,-2146,248,65113,59204,248,1533,467,0.05,13,58738,62395,0.05,13,26588,6275,0.79,197,16687,13464,327,61462,24868
6442,1192,1192,80275,70884,0.92,1094,85116,80056,0.13,154,-5439,-2898,1192,82188,72371,1192,1889,794,0.03,37,37155,9300,0.04,42,28504,11043,0.82,980,24569,21000,1481,94868,45563
6443,335,335,52328,42975,0.85,286,57746,47218,0.1,35,-3903,-1213,335,53777,44683,335,1415,455,0.04,15,63922,5194,0.04,14,60724,11096,0.76,255,13543,9581,444,72241,26563
6445,132,132,83818,53882,0.34,45,32898,28668,0.11,15,9619,4780,132,91039,60978,132,5327,255,0.1,13,295993,49040,0.09,12,238949,87056,0.73,96,31921,17135,122,195980,73141
6447,80,80,104656,71299,0.58,46,44763,42496,0.18,14,-25,-241,80,113161,79148,80,6987,596,0.08,6,57443,60751,0.08,6,41849,30506,0.89,71,32050,21247,103,179846,11299
6448,198,198,59569,46300,0.71,141,44481,38902,0.21,42,-1958,-2426,198,63139,48804,198,3544,700,0.04,8,63374,44872,0.05,9,52778,22325,0.7,139,18571,11438,215,96444,33789
6450,8062,8062,60777,46995,0.75,6028,56268,48226,0.17,1404,-535,-534,8062,63588,49262,8062,2629,555,0.08,680,93813,30991,0.08,660,70277,16816,0.75,6071,17950,11276,8865,138928,49180
6460,427,427,62122,44710,0.65,278,49985,42136,0.15,64,2880,-780,427,65092,46136,427,2892,363,0.06,27,72310,49891,0.06,24,67849,39069,0.75,320,18081,11738,446,121575,43158
6461,394,394,70902,53578,0.54,213,47664,42383,0.12,46,2998,895,394,75614,55154,394,4217,276,0.08,33,113782,33026,0.08,32,87945,13801,0.78,306,20721,13654,385,146687,56951
6468,190,190,95749,71539,0.61,115,52321,43623,0.15,29,4082,-839,190,110438,78580,190,5489,645,0.07,14,198651,32160,0.07,13,175745,23111,0.8,152,31621,18403,197,132486,41803
6472,145,145,69554,61428,0.48,70,39489,35218,0.17,24,-2038,-2069,145,75442,66575,145,4743,300,0.04,6,45798,21212,0.05,7,16015,4385,0.79,114,18680,13374,135,102682,34334
6475,235,235,57765,45627,0.61,143,45254,34148,0.11,25,-2360,-1084,235,63100,51652,235,3234,299,0.08,19,119005,46463,0.08,18,96059,28690,0.7,164,17332,12998,241,113879,44631
6477,172,172,67814,60878,0.59,102,51241,48322,0.15,26,-5123,-3753,172,73420,65254,172,4144,322,0.1,17,88903,18263,0.09,16,84165,15805,0.78,134,19535,16324,172,134652,57825
6479,371,371,69811,58016,0.62,229,50991,46545,0.16,59,311,5,371,77724,61894,371,3994,386,0.07,27,117269,36117,0.06,24,97916,14156,0.79,292,19574,12970,393,141927,44883
6485,277,277,77811,53777,0.6,165,48864,40270,0.18,50,510,314,277,83746,57250,277,5079,340,0.08,23,212945,28258,0.07,20,216471,30024,0.77,212,24138,12769,314,129815,49234
6488,102,102,63961,42522,0.59,60,41299,40138,0.2,20,2318,-380,102,69537,49644,102,3824,248,0.09,9,95142,54293,0.09,9,57002,50494,0.72,73,20895,10827,116,93364,50733
6490,121,121,55555,47302,0.64,78,47105,38148,0.08,10,5775,939,121,59049,49693,121,3330,322,0.05,6,73513,17088,0.05,6,65303,36943,0.65,79,18194,12823,134,80951,40640
6501,634,634,61179,51323,0.74,470,63957,55714,0.19,122,-3975,-3022,634,63830,53839,634,2136,410,0.1,64,77721,42154,0.1,64,53476,13374,0.76,485,17935,12270,664,127964,60413
6502,741,741,54590,43120,0.67,496,65842,55153,0.18,130,-4021,-3236,741,57374,45226,741,2327,534,0.09,67,74424,24750,0.09,64,61217,12542,0.69,508,17726,10940,799,147533,69304
6503,1345,1345,50562,40608,0.68,918,56101,49350,0.15,206,-879,-2268,1345,52919,43197,1345,1960,300,0.1,136,78124,34768,0.1,138,61621,23586,0.73,978,14238,9467,1493,107670,39898
6505,93,93,51933,37935,0.46,43,42717,30503,0.16,15,1221,-980,93,59305,44746,93,3530,96,0.13,12,179246,74694,0.13,12,132915,26193,0.72,67,13498,7613,90,108182,45479
6507,335,335,67648,50144,0.61,203,56478,47439,0.16,54,1235,1560,335,71937,55120,335,3276,300,0.1,33,49825,24000,0.08,28,50119,28142,0.71,238,22650,14528,345,207352,66919
6509,87,87,67315,62009,0.76,66,58610,49214,0.2,17,-1870,-287,87,71757,65257,87,4442,475,0.08,7,31570,30991,0.07,6,24675,26804,0.86,75,18516,12804,106,143524,35485
6510,1156,1156,59499,48572,0.76,875,55500,49521,0.14,157,-2763,-2072,1156,63915,52010,1156,2958,580,0.07,83,109103,40548,0.07,80,85838,31146,0.78,901,16414,10956,1343,124344,49838
6511,337,337,61182,40649,0.64,214,47497,40168,0.17,58,-2263,-1527,337,63517,43649,337,2301,300,0.12,39,159157,62260,0.12,39,121958,19042,0.73,247,19419,9446,376,147676,55227
6513,126,126,82685,58658,0.58,73,43476,33801,0.13,17,6794,-1053,126,88198,68341,126,4189,300,0.08,10,52800,30882,0.09,11,31189,19308,0.77,97,26352,20866,131,147199,68763
6514,309,309,54713,40534,0.6,186,63362,50308,0.18,56,1334,310,309,56847,42149,309,1647,314,0.11,33,134268,34000,0.09,29,128002,24059,0.66,205,17497,10666,366,190639,72307
6515,227,227,70597,58527,0.6,137,51664,47310,0.19,43,257,-342,227,77863,62003,227,4776,550,0.06,13,96583,61279,0.06,13,79041,39017,0.77,175,21260,13828,236,183884,58935
6516,1160,1160,56730,39673,0.67,779,59970,46050,0.16,185,-1994,-1223,1160,59050,41697,1160,2165,376,0.1,112,82365,28441,0.09,103,65809,13849,0.66,768,18674,11067,1248,173919,68070
6517,289,289,64253,48788,0.68,196,54669,46295,0.18,53,-922,515,289,69201,53409,289,4364,1125,0.07,19,214492,66100,0.07,19,182114,48421,0.81,233,17233,11240,306,173562,49632
6518,148,148,52545,38580,0.68,100,48630,38900,0.21,31,-2402,-1984,148,56144,43106,148,2756,234,0.05,7,17527,5670,0.06,9,6653,2776,0.7,103,15723,10362,177,109051,33196
6519,285,285,61795,49310,0.68,195,53961,48642,0.12,35,-2192,-397,285,68523,53071,285,3041,580,0.07,20,152159,53206,0.06,18,143794,17431,0.73,209,17868,11241,320,148406,46116
6521,249,249,48414,37283,0.61,151,45278,36139,0.13,33,7995,3902,249,52237,40631,249,2691,195,0.08,21,218703,40000,0.08,21,212889,39013,0.7,175,15130,9264,251,138662,29629
6522,325,325,81930,60034,0.65,212,49530,45262,0.1,32,-1422,-1180,325,87661,62897,325,4190,616,0.08,25,179116,49400,0.08,25,150454,14113,0.8,260,25428,16360,382,163977,38500
6525,2057,2057,62491,45189,0.68,1409,61042,48304,0.15,303,-1632,-1260,2057,64831,46689,2057,2218,377,0.08,169,96243,28820,0.08,160,71424,11364,0.71,1457,20406,12300,2216,180020,71403
6528,286,286,65524,41312,0.63,179,56685,43033,0.11,32,6272,1426,286,69730,43510,286,2238,242,0.09,26,103518,23133,0.09,27,74456,25436,0.69,198,21718,10449,290,149080,58630
6530,19012,19012,61656,48678,0.8,15193,61288,52329,0.14,2626,-3244,-2727,19012,63902,50474,19012,2135,603,0.06,1142,77246,28208,0.06,1094,51462,13062,0.76,14497,18026,11750,21335,127973,52459
6532,3391,3391,67028,52703,0.79,2672,64225,54045,0.17,571,-4392,-3645,3391,69720,55159,3391,2357,630,0.07,224,67658,23455,0.06,204,51592,13286,0.77,2606,20126,14125,3597,120257,61590
6535,844,844,62384,43513,0.64,542,52785,43780,0.15,124,-2296,-1206,844,66397,47512,844,2646,368,0.07,58,84115,16187,0.07,57,75228,14507,0.7,595,19270,11340,888,140018,59926
6536,882,882,53510,37986,0.69,612,53272,40384,0.18,155,-196,184,882,55962,40058,882,1984,316,0.11,100,64171,28460,0.1,89,52444,16187,0.67,593,16414,8533,968,139921,55097
6537,506,506,52061,44448,0.81,412,54424,49413,0.22,112,-2820,-2318,506,53677,46436,506,1541,346,0.08,39,199506,28317,0.07,37,184585,22276,0.74,372,13248,8681,591,106591,42799
6556,1295,1295,61992,49731,0.8,1030,67404,56911,0.15,199,-5400,-3509,1295,64240,52404,1295,2092,610,0.08,110,52066,32851,0.09,114,33137,10233,0.75,973,18517,12398,1428,125141,67490
6558,464,464,57087,48680,0.78,360,62590,53726,0.14,65,-4541,-1704,464,59765,50488,464,2164,470,0.08,38,75856,45720,0.08,39,56695,21565,0.73,337,16464,12640,550,118339,61214
6560,726,726,56024,51595,0.84,612,61420,55482,0.11,83,-6008,-5001,726,57761,53084,726,1719,610,0.06,44,67755,33400,0.07,48,42832,19585,0.78,568,14415,10872,825,85119,51154
6562,749,749,61169,50636,0.79,592,67595,58616,0.14,104,-2859,-3036,749,63085,53440,749,1832,499,0.09,68,56075,28034,0.09,67,43118,14861,0.75,565,17820,13066,868,118213,65770
6564,210,210,58553,43440,0.65,137,69903,60231,0.13,27,833,1953,210,60878,45258,210,2107,606,0.11,23,106395,70403,0.11,24,79970,28709,0.68,142,18216,12583,259,143538,57945
6566,1986,1986,56923,43756,0.69,1377,62918,53470,0.18,350,-2335,-1616,1986,59111,45380,1986,1989,402,0.11,223,59060,23150,0.11,228,46245,12268,0.7,1389,17283,11267,2188,138810,65712
6567,125,125,51485,40447,0.74,93,60313,46222,0.23,29,-3406,-2516,125,52828,41538,125,1109,310,0.1,12,25736,13033,0.09,11,43678,7232,0.7,87,15724,10024,147,109410,52231
6568,139,139,71502,56415,0.57,79,55576,50960,0.17,24,3200,-256,139,74172,56989,139,2348,442,0.06,9,95893,60703,0.06,9,53969,31329,0.8,111,19363,14231,141,121588,49216
6569,202,202,69447,45474,0.58,117,46879,40852,0.14,29,410,0,202,74518,49864,202,4650,389,0.04,8,73417,60064,0.04,8,49501,38534,0.74,149,21433,13698,214,108844,33461
6575,98,98,91695,73196,0.51,50,45733,43048,0.15,15,800,1757,98,98605,77244,98,6910,424,0.08,8,43080,25712,0.07,7,32608,17249,0.88,86,25152,18909,112,174784,48943
6603,708,708,61687,51620,0.71,501,56257,47313,0.15,109,-2215,-1343,708,66019,55342,708,3356,510,0.06,43,60658,21351,0.06,42,47011,6806,0.79,559,16239,11917,792,120250,53207
6606,140,140,76977,51654,0.49,68,39024,32430,0.16,23,-504,623,140,85021,57738,140,4361,144,0.03,4,260723,26119,0.02,3,239103,6958,0.71,99,24047,16651,131,132016,55366
6608,66,66,78043,58306,0.61,40,45446,38601,0.15,10,-432,1516,66,84267,58596,66,5964,556,0.05,3,89844,31083,0.03,2,50940,50940,0.83,55,21305,14734,72,82488,24958
6609,573,573,70825,56739,0.73,420,58240,52234,0.14,79,6337,2282,573,74913,59471,573,3055,654,0.04,24,215712,25586,0.04,24,195288,4716,0.82,467,20230,13887,627,112175,41025
6612,123,123,79386,58927,0.5,62,54788,50526,0.2,25,-1684,12,123,87476,63418,123,6129,339,0.07,9,114580,22200,0.06,7,117716,17433,0.81,100,24657,12750,123,252929,81203
6620,191,191,52386,44926,0.62,119,51270,47152,0.09,18,-1436,-2211,191,64311,49216,191,2695,275,0.1,20,191290,51116,0.11,21,163099,23385,0.75,144,13125,11978,233,84855,29935
6623,331,331,70554,56191,0.67,222,57350,56236,0.15,49,2411,-612,331,75584,57649,331,3940,491,0.05,18,77814,29206,0.05,17,85214,19627,0.75,249,21594,13633,384,116480,41819
6630,288,288,67877,48352,0.7,202,50900,43985,0.11,32,-1633,-4010,288,71563,49378,288,2516,470,0.07,20,249798,19913,0.06,17,226565,13080,0.74,213,20761,11459,358,110526,33517
6635,79,79,50506,42113,0.81,64,50851,40226,0.14,11,-7571,-6945,79,52051,42113,79,1359,471,0.06,5,38276,23371,0.1,8,32604,1747,0.73,58,12875,5964,111,56636,25789
6638,212,212,55310,47646,0.8,169,56835,50000,0.16,33,-2935,-755,212,57580,50382,212,2139,348,0.09,20,160245,39718,0.09,20,127402,25860,0.72,153,15356,10733,298,66986,21356
6639,51,51,41668,28493,0.65,33,58179,56000,0.2,10,1344,1916,51,42661,28956,51,682,250,0.14,7,72479,28802,0.14,7,57082,17122,0.53,27,15952,15778,44,103751,65464
6640,101,101,38827,37774,0.73,74,52219,47786,0.07,7,-10396,-3847,101,39760,38458,101,927,195,0.07,7,17059,10178,0.07,7,17050,8124,0.61,62,12263,8236,117,64669,22324
6642,418,418,57187,49478,0.76,318,58812,51878,0.09,38,-3410,-4619,418,58819,50270,418,1595,208,0.07,30,72938,36684,0.06,27,42170,9238,0.76,316,15078,9764,554,69836,17099
6646,147,147,41861,35263,0.89,131,44629,36000,0.06,9,-22598,-12157,147,44517,39990,147,1402,190,0.04,6,154307,147408,0.03,5,46450,17391,0.66,97,10341,7202,221,44578,8568
6701,2962,2962,53872,45244,0.79,2330,53267,46885,0.18,539,-1649,-1130,2962,55936,47040,2962,1824,361,0.08,224,75143,30927,0.07,204,59199,13736,0.77,2275,13840,9170,3686,89073,28569
6707,1800,1800,63372,49234,0.84,1518,62472,49871,0.21,370,-2536,-1706,1800,65496,50486,1800,2061,632,0.11,198,83759,27252,0.11,199,62681,11224,0.81,1455,16765,9959,2067,116996,52381
6710,506,506,85843,69411,0.91,458,88642,73504,0.31,155,-5825,-4210,506,88064,71869,506,2187,786,0.06,28,47716,11091,0.05,24,24495,6566,0.82,414,27473,18657,671,100933,51107
6713,701,701,98095,84672,0.92,646,100715,91959,0.42,296,-6610,-4734,701,100857,89996,701,2712,1100,0.04,29,36051,9515,0.04,30,23272,7463,0.87,608,31423,24707,831,182057,111384
6714,10295,10295,88482,74485,0.93,9574,91953,79687,0.32,3247,-8275,-5787,10295,90919,76869,10295,2337,1059,0.04,429,58830,22527,0.04,423,36983,11950,0.84,8667,28224,20620,12292,111257,57295
6716,356,356,101788,115656,0.94,336,107984,122066,0.44,158,-6379,-5556,356,104084,119276,356,2207,994,0.05,18,9949,5217,0.05,17,7281,3763,0.87,309,32766,35476,425,165189,120595
6718,258,258,51695,38436,0.92,238,50868,39069,0.15,39,-7159,-6258,258,53327,40609,258,1632,458,0.03,7,134805,53519,0.03,7,108298,4768,0.72,186,13912,6829,478,50110,13966
6720,1324,1324,90992,85928,0.94,1242,95771,92787,0.34,451,-8304,-6202,1324,93046,88244,1324,2036,1083,0.03,35,26375,10880,0.03,35,21446,8249,0.84,1116,29154,28470,1568,126978,79747
6721,2828,2828,102022,90515,0.91,2564,103972,97391,0.36,1029,-8657,-5492,2828,105461,94698,2828,3291,1762,0.05,141,63444,20912,0.05,142,40703,12312,0.87,2473,32872,27413,3534,126976,67678
6722,6196,6196,82389,74220,0.94,5813,86859,79954,0.23,1431,-9051,-6508,6196,85013,76631,6196,2579,1280,0.04,227,59920,19157,0.04,229,48423,12215,0.84,5221,24773,20102,7771,87557,42984
6725,7750,7750,63308,54700,0.86,6663,64176,57369,0.19,1488,-3782,-3176,7750,65308,56151,7750,1838,520,0.09,692,70996,27482,0.08,650,47152,11673,0.8,6194,17349,12264,9148,98088,43295
6726,2066,2066,60842,50282,0.85,1765,62750,53416,0.18,375,-3988,-3010,2066,62869,51344,2066,1981,450,0.07,151,85228,16793,0.07,136,72062,10633,0.78,1617,17223,11071,2418,104125,39089
6728,2358,2358,51667,42895,0.81,1908,56713,51574,0.13,306,-6962,-4258,2358,53456,44904,2358,1611,511,0.04,94,104111,25218,0.04,89,84768,10915,0.67,1585,14843,11125,2628,74209,27564
6740,533,533,50923,39975,0.84,448,54072,44249,0.1,52,-4268,-4522,533,52023,40752,533,1014,205,0.03,18,64944,17074,0.03,17,59099,11323,0.66,354,14374,9378,660,64811,18774
6743,3777,3777,62692,54822,0.88,3320,61416,55908,0.19,712,-1748,-1807,3777,64651,56279,3777,1829,490,0.07,273,289805,29447,0.07,270,266830,12776,0.81,3075,16102,11568,4743,92417,34922
6751,1765,1765,90307,86927,0.94,1657,94245,96268,0.37,647,-7843,-6064,1765,92377,89089,1765,1958,1020,0.05,82,59161,13169,0.04,76,44995,8644,0.84,1475,28823,28742,2103,130518,76216
6753,2746,2746,85923,75487,0.95,2602,88092,79620,0.29,788,-8056,-6414,2746,87935,77692,2746,1933,957,0.04,112,41064,13072,0.04,110,30838,9588,0.84,2309,26653,20936,3410,109550,42848
6754,741,741,98843,106854,0.96,710,103508,117343,0.34,252,-8184,-6144,741,101472,109467,741,2016,1080,0.04,33,73358,32066,0.04,33,54781,19071,0.86,634,31855,34201,876,142473,89839
6760,104,104,58221,42392,0.83,86,56369,49289,0.14,15,-8686,-1825,104,60590,45602,104,2293,559,0.04,4,34438,37968,0.04,4,24504,7416,0.68,71,18191,14054,149,80375,17859
6765,1050,1050,44829,35234,0.85,894,46772,39566,0.07,69,-6369,-3948,1050,45859,35798,1050,1026,183,0.03,27,71596,59284,0.03,28,32546,9328,0.64,667,11855,7841,1418,35203,9562
6770,951,951,48142,35731,0.85,809,48767,41563,0.07,63,-4521,-4007,951,49338,37084,951,1139,204,0.04,34,77005,36796,0.03,33,49739,21866,0.65,621,13294,8782,1355,40423,8957
6798,842,842,73240,72125,0.88,740,73828,75668,0.34,289,-1292,-1744,842,75430,74651,842,2103,1220,0.07,63,93925,28953,0.07,60,75233,10556,0.85,715,19524,16968,912,146380,87158
6799,273,273,55097,50139,0.88,239,57743,49560,0.28,76,-1923,-2108,273,56844,51398,273,1691,760,0.12,32,68459,24976,0.11,29,52481,18340,0.79,215,13133,8428,313,102744,57517
7000,9956,9956,60157,45678,0.79,7869,57540,48290,0.15,1507,2717,1207,9956,62518,47201,9956,2324,443,0.12,1228,85487,25032,0.12,1159,56750,11310,0.73,7315,18385,11118,10944,163306,50009
7004,5067,5067,64245,46336,0.74,3751,58635,48559,0.16,806,3687,2119,5067,67208,48321,5067,2939,480,0.14,695,84495,23932,0.13,650,50910,11196,0.73,3684,21030,11666,5393,219685,59375
7005,9173,9173,70308,40738,0.69,6297,59333,41311,0.17,1536,3745,2205,9173,73235,42551,9173,2882,325,0.1,948,119249,25952,0.09,842,72319,11978,0.67,6127,27977,12192,9495,279064,55023
7007,2165,2165,63442,46322,0.79,1707,61512,49340,0.15,315,1463,919,2165,65845,48489,2165,2390,440,0.1,221,54570,18657,0.1,212,29069,9348,0.72,1564,20534,13077,2332,213197,87534
7008,8063,8063,57596,46967,0.8,6473,57849,50962,0.13,1051,2146,1035,8063,59620,48754,8063,1985,500,0.12,962,63172,21040,0.11,875,41327,10929,0.75,6041,16409,10550,8630,158401,67541
7009,7940,7940,46342,41620,0.84,6664,47561,45112,0.09,718,2566,899,7940,47832,43164,7940,1462,438,0.11,896,55186,20698,0.11,845,39271,9515,0.74,5858,10846,7901,8739,94101,36028
7010,9546,9546,44932,41525,0.84,8018,46098,44248,0.07,678,1315,554,9546,46307,42984,9546,1338,442,0.09,852,55172,23668,0.08,798,38315,11900,0.74,7062,9981,7345,10616,90666,36559
7011,8236,8236,48389,44772,0.85,6998,50219,48192,0.07,607,1232,275,8236,50032,46290,8236,1504,572,0.07,599,55604,26718,0.07,578,35675,12643,0.77,6351,10933,8117,9131,100738,50998
7012,497,497,52080,50657,0.81,401,55109,55427,0.11,56,1125,-540,497,53922,52167,497,1814,600,0.12,61,62350,29445,0.12,58,39836,18428,0.78,386,12639,10046,579,127129,78528
7015,6669,6669,56093,47220,0.75,5018,57954,52890,0.12,793,1921,910,6669,58044,48746,6669,1877,504,0.09,584,74922,27509,0.08,561,51186,11314,0.75,4985,15361,10586,6976,176713,86507
7016,1212,1212,44473,42052,0.89,1077,45649,44371,0.04,43,613,39,1212,46073,43358,1212,1597,580,0.06,68,57661,31350,0.06,67,37118,9429,0.77,937,8925,6851,1353,68164,33525
7017,3745,3745,55947,50554,0.84,3138,56753,53902,0.12,433,1880,535,3745,58011,52141,3745,2018,662,0.08,305,85649,41058,0.08,296,59547,17829,0.81,3017,13771,10237,3937,139555,75113
7018,13425,13425,56262,47103,0.79,10564,56577,51258,0.12,1575,2183,710,13425,58331,48868,13425,2020,531,0.08,1093,70134,24397,0.08,1041,45977,10712,0.76,10148,15268,10094,14510,165994,76936
7019,3452,3452,46714,43458,0.87,3000,47957,46310,0.06,197,-665,-229,3452,48248,44788,3452,1517,482,0.07,239,63516,24422,0.07,229,43540,12454,0.76,2622,10487,7711,3799,74941,36987
7020,1708,1708,58713,50314,0.79,1346,57959,52820,0.15,255,1144,532,1708,61000,52488,1708,2245,668,0.12,210,108957,37144,0.12,209,70900,14087,0.78,1325,15831,11615,1858,180113,92510
7021,1583,1583,58300,49693,0.79,1251,55603,50765,0.16,247,1972,88,1583,60819,51683,1583,2477,668,0.13,200,95709,33402,0.12,187,70021,14485,0.78,1242,15251,10547,1711,177209,83420
7022,558,558,50768,45496,0.75,418,53909,52976,0.13,73,1332,1649,558,52788,48502,558,1982,420,0.13,72,71627,23241,0.12,68,47857,12087,0.73,410,12940,10207,607,146240,84464
7023,238,238,55517,44449,0.7,167,56805,51397,0.16,38,3124,3144,238,57922,44842,238,2385,540,0.13,31,51598,23300,0.13,30,34501,12977,0.73,174,14958,10186,242,165901,81069
7024,352,352,66636,52907,0.78,274,60999,53872,0.15,54,2399,733,352,69600,55456,352,2785,858,0.11,39,90649,37208,0.11,40,57193,18411,0.81,286,18589,12109,375,190426,104399
7025,1191,1191,55544,46682,0.74,883,54296,49005,0.15,181,1917,751,1191,57867,48847,1191,2202,506,0.12,146,99306,31306,0.12,142,77363,15534,0.73,869,15375,9804,1265,176048,77524
7026,599,599,48796,44988,0.79,472,51735,48577,0.1,62,1111,1873,599,50924,46910,599,1818,594,0.12,69,113885,39416,0.12,69,94270,20786,0.79,471,11181,7772,644,98415,53333
7027,142,142,43780,39515,0.78,111,45978,45218,0.09,13,3005,1134,142,45440,39752,142,1460,536,0.11,16,57357,14365,0.12,17,37880,18021,0.69,98,11011,7048,177,77241,38401
7030,9402,9402,48962,44840,0.85,7978,49638,47160,0.07,696,598,134,9402,51245,46521,9402,1817,616,0.07,639,93612,42698,0.07,624,67424,20377,0.77,7272,11184,8046,10344,95901,46695
7050,7756,7756,52590,44290,0.78,6056,54340,49072,0.11,853,1506,613,7756,54466,46058,7756,1845,450,0.09,721,96864,23822,0.09,695,74633,11145,0.72,5614,14434,9903,8245,144415,61723
7052,4658,4658,57873,48044,0.77,3601,59225,53134,0.14,637,926,412,4658,60040,49786,4658,2137,568,0.09,408,73958,26190,0.09,396,46047,10028,0.75,3512,16196,11018,5010,176675,85740
7053,2295,2295,64370,49354,0.72,1643,63726,55497,0.17,394,2975,1534,2295,67231,51980,2295,2712,580,0.13,290,89031,27553,0.12,273,57133,13233,0.73,1684,20309,13407,2450,229845,111072
7054,5544,5544,56967,48440,0.78,4298,57256,52276,0.13,713,1803,898,5544,59056,50376,5544,2055,588,0.12,659,120244,32536,0.12,638,93665,13858,0.77,4248,15345,10583,5987,156346,77399
7055,272,272,52422,49796,0.82,222,54715,52626,0.07,20,1184,-875,272,54110,50588,272,1678,418,0.08,22,65171,36735,0.08,22,32815,16322,0.79,216,12418,9497,297,109302,62701
7109,5370,5370,49452,41746,0.76,4070,51009,46782,0.11,600,2277,910,5370,51374,43566,5370,1822,444,0.13,672,71620,26700,0.12,640,53397,13790,0.72,3873,13029,8518,5926,119885,53847
